PROD_EST,COBERTURA,ANIO,ID_MES,MARCA,MODELO,TIPO,SEGMENTO,ORIGEN,ID_PAIS_ORIGEN,UNI_VEH,ds
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Acura,Mdx,Camiones ligeros,SUV's,IMPORTADO,40,80,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Acura,Rdx,Camiones ligeros,SUV's,IMPORTADO,66,17,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Acura,Rl,Automóviles,De Lujo,IMPORTADO,126,2,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Acura,Tl 3.5l,Automóviles,De Lujo,IMPORTADO,66,4,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Acura,Tl 3.7l,Automóviles,De Lujo,IMPORTADO,66,4,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Acura,TSX 2.4L,Automóviles,De Lujo,IMPORTADO,40,11,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Acura,Tsx 3.5l,Automóviles,De Lujo,IMPORTADO,40,5,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,Audi Q7 3.0 TDI,Camiones ligeros,SUV's,IMPORTADO,4,5,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,Audi Q7 3.6,Camiones ligeros,SUV's,IMPORTADO,62,7,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,Audi Q7 4.2,Camiones ligeros,SUV's,IMPORTADO,4,2,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,Audi Q7 4.2 TDI,Camiones ligeros,SUV's,IMPORTADO,62,2,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A3,Automóviles,De Lujo,IMPORTADO,31,50,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A3 Cabrio,Automóviles,De Lujo,IMPORTADO,94,3,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A4 1.8T,Automóviles,De Lujo,IMPORTADO,4,96,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A4 2.0,Automóviles,De Lujo,IMPORTADO,4,34,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A5 Cabrio,Automóviles,De Lujo,IMPORTADO,4,1,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A5 2.0,Automóviles,De Lujo,IMPORTADO,4,17,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A5 2.0T Sportback,Automóviles,Deportivos,IMPORTADO,4,3,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A5 3.2 Sportback,Automóviles,Deportivos,IMPORTADO,4,3,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A6 3.0,Automóviles,De Lujo,IMPORTADO,4,7,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,A6 4.2,Automóviles,De Lujo,IMPORTADO,4,2,2010-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2010,1,Audi,Q5 2.0T,Camiones ligeros,SUV's,IMPORTADO,4,59,2010-01
