PROD_EST,COBERTURA,ANIO,ID_MES,MARCA,MODELO,TIPO,SEGMENTO,ORIGEN,ID_PAIS_ORIGEN,UNI_VEH,ds
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Acura,Mdx,Camiones ligeros,SUV's,IMPORTADO,40,29,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Acura,Rdx,Camiones ligeros,SUV's,IMPORTADO,66,34,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Acura,Rl,Automóviles,De Lujo,IMPORTADO,126,2,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Acura,Tl 3.5l,Automóviles,De Lujo,IMPORTADO,66,35,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Acura,TSX 2.4L,Automóviles,De Lujo,IMPORTADO,40,49,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,Audi Q7 3.0 TDI,Camiones ligeros,SUV's,IMPORTADO,4,16,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,Audi Q7 3.6,Camiones ligeros,SUV's,IMPORTADO,62,26,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,Audi Q7 4.2,Camiones ligeros,SUV's,IMPORTADO,4,2,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,Audi Q7 4.2 TDI,Camiones ligeros,SUV's,IMPORTADO,62,8,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A3,Automóviles,De Lujo,IMPORTADO,31,64,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A3 Cabrio,Automóviles,De Lujo,IMPORTADO,94,10,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A4 1.8T,Automóviles,De Lujo,IMPORTADO,4,62,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A4 2.0,Automóviles,De Lujo,IMPORTADO,4,66,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A4 2.0 Cabrio,Automóviles,De Lujo,IMPORTADO,4,1,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A4 3.2,Automóviles,De Lujo,IMPORTADO,4,4,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A5 3.2,Automóviles,De Lujo,IMPORTADO,4,26,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A6 2.8,Automóviles,De Lujo,IMPORTADO,4,10,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A6 3.0,Automóviles,De Lujo,IMPORTADO,4,12,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A6 3.2,Automóviles,De Lujo,IMPORTADO,4,3,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,A6 4.2,Automóviles,De Lujo,IMPORTADO,4,5,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,R8,Automóviles,De Lujo,IMPORTADO,4,1,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,Sportback,Automóviles,De Lujo,IMPORTADO,4,44,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,S3 2.0,Automóviles,De Lujo,IMPORTADO,4,14,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,S5 4.2,Automóviles,De Lujo,IMPORTADO,4,4,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,S8,Automóviles,De Lujo,IMPORTADO,4,4,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,TT Coupe,Automóviles,De Lujo,IMPORTADO,94,8,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,TT Roadster,Automóviles,De Lujo,IMPORTADO,94,7,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Audi,TTS Coupe,Automóviles,De Lujo,IMPORTADO,4,3,2009-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2009,1,Bentley,Continental Gt,Automóviles,De Lujo,IMPORTADO,181,2,2009-01
