PROD_EST,COBERTURA,ANIO,ID_MES,MARCA,MODELO,TIPO,SEGMENTO,ORIGEN,ID_PAIS_ORIGEN,UNI_VEH,ds
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,Serie 2,Automóviles,De Lujo,IMPORTADO,4,85,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,Serie 3,Automóviles,De Lujo,IMPORTADO,4,264,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,Serie 4,Automóviles,De Lujo,IMPORTADO,4,103,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,Serie 5,Automóviles,De Lujo,IMPORTADO,4,42,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,Serie 6,Automóviles,De Lujo,IMPORTADO,4,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,Serie 7,Automóviles,De Lujo,IMPORTADO,4,6,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,X1,Camiones ligeros,SUV's,IMPORTADO,4,293,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,X2,Camiones ligeros,SUV's,IMPORTADO,4,172,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,X3,Camiones ligeros,SUV's,IMPORTADO,66,164,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,X4,Camiones ligeros,SUV's,IMPORTADO,66,52,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,X5,Camiones ligeros,SUV's,IMPORTADO,66,266,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,BMW,X6,Camiones ligeros,SUV's,IMPORTADO,66,44,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Attitude,Automóviles,Subcompactos,IMPORTADO,214,1411,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Challenger,Automóviles,Deportivos,IMPORTADO,40,47,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Charger,Automóviles,De Lujo,IMPORTADO,40,6,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Cherokee,Camiones ligeros,SUV's,IMPORTADO,66,33,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Chrysler Pacifica,Camiones ligeros,Minivans,IMPORTADO,40,48,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Chrysler 200,Automóviles,De Lujo,IMPORTADO,66,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Chrysler 300,Automóviles,De Lujo,IMPORTADO,40,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,CHRYSLER 300C,Automóviles,De Lujo,IMPORTADO,40,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups,NACIONAL,1,328,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Dodge Neon,Automóviles,Compactos,IMPORTADO,227,69,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Durango,Camiones ligeros,SUV's,IMPORTADO,66,27,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Grand Caravan,Camiones ligeros,Minivans,IMPORTADO,40,54,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Grand Cherokee,Camiones ligeros,SUV's,IMPORTADO,66,281,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Jeep Compass,Camiones ligeros,SUV's,IMPORTADO,66,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Jeep Compass-,Camiones ligeros,SUV's,NACIONAL,1,230,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Journey,Camiones ligeros,SUV's,NACIONAL,1,193,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Patriot,Camiones ligeros,SUV's,IMPORTADO,66,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Promaster,Camiones ligeros,SUV's,NACIONAL,1,14,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Promaster Rapid,Camiones ligeros,Pick Ups,IMPORTADO,31,382,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,NACIONAL,1,12,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,NACIONAL,1,43,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,RAM 4000,Camiones ligeros,Pick Ups,NACIONAL,1,20,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,RAM 4000 Diesel,Camiones ligeros,Pick Ups,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,RAM 700,Camiones ligeros,Pick Ups,IMPORTADO,31,762,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Renegade,Camiones ligeros,SUV's,IMPORTADO,31,189,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Viper,Automóviles,Deportivos,IMPORTADO,66,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Vision,Automóviles,Subcompactos,IMPORTADO,31,29,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Voyager Town&Country LTD,Camiones ligeros,Minivans,IMPORTADO,40,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Voyager Town&Country LX,Camiones ligeros,Minivans,IMPORTADO,40,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Chrysler,Wrangler,Camiones ligeros,SUV's,IMPORTADO,66,217,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,Ducato,Camiones ligeros,Pick Ups,IMPORTADO,124,56,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,Fiat 500,Automóviles,Subcompactos,IMPORTADO,124,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,Fiat 500-,Automóviles,Subcompactos,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,Mobi,Automóviles,Subcompactos,IMPORTADO,31,377,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,Nuevo Palio,Automóviles,Compactos,IMPORTADO,31,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,Palio Adventure,Automóviles,Subcompactos,IMPORTADO,31,86,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,Uno,Automóviles,Subcompactos,IMPORTADO,31,349,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,124 Spider,Automóviles,De Lujo,IMPORTADO,126,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,500L,Automóviles,Compactos,IMPORTADO,200,5,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Fiat,500X,Automóviles,Deportivos,IMPORTADO,124,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Club Wagon,Camiones ligeros,Minivans,IMPORTADO,66,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Crown Victoria / Police Interceptor,Automóviles,De Lujo,IMPORTADO,40,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Econoline,Camiones ligeros,Minivans,IMPORTADO,66,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Ecosport,Camiones ligeros,SUV's,IMPORTADO,31,461,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Edge,Camiones ligeros,SUV's,IMPORTADO,40,81,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Escape,Camiones ligeros,SUV's,IMPORTADO,66,386,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Expedition,Camiones ligeros,Minivans,IMPORTADO,66,96,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Explorer,Camiones ligeros,SUV's,IMPORTADO,66,159,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,F 250 Super Duty,Camiones ligeros,Pick Ups,IMPORTADO,66,49,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos,NACIONAL,1,210,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Fiesta Sedan / Ikon Notch,Automóviles,Subcompactos,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Fiesta St,Automóviles,Subcompactos,IMPORTADO,4,3,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Figo Sedan,Automóviles,Subcompactos,IMPORTADO,95,1258,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Figo 5 DR,Automóviles,Subcompactos,IMPORTADO,95,211,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Focus Sedan,Automóviles,Compactos,IMPORTADO,64,4,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Focus St,Automóviles,Compactos,IMPORTADO,4,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Focus 5 Dr,Automóviles,Compactos,IMPORTADO,66,8,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Fusion,Automóviles,Compactos,NACIONAL,1,51,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Fusion Hibrido,Automóviles,Compactos,NACIONAL,1,11,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,F-350,Camiones ligeros,Pick Ups,IMPORTADO,66,141,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,F-450,Camiones ligeros,Pick Ups,IMPORTADO,66,55,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,F450 Diesel,Camiones ligeros,Pick Ups,IMPORTADO,66,31,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,F-550,Camiones ligeros,Pick Ups,IMPORTADO,66,13,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,F550 Diesel,Camiones ligeros,Pick Ups,IMPORTADO,66,18,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,H - 215,Camiones ligeros,Pick Ups,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Ikon Hatch,Automóviles,Subcompactos,IMPORTADO,95,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Lobo Crew Cab,Camiones ligeros,Pick Ups,IMPORTADO,66,541,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Lobo Regular Cab,Camiones ligeros,Pick Ups,IMPORTADO,66,40,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Mustang,Automóviles,Deportivos,IMPORTADO,66,91,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,New F150 / F-150,Camiones ligeros,Pick Ups,IMPORTADO,66,235,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Ranger,Camiones ligeros,Pick Ups,IMPORTADO,12,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Ranger Crew Cab,Camiones ligeros,Pick Ups,IMPORTADO,12,589,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Transit,Camiones ligeros,SUV's,IMPORTADO,181,207,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,Ford Motor,Transit Pasajeros,Camiones ligeros,SUV's,IMPORTADO,181,59,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Acadia,Camiones ligeros,SUV's,IMPORTADO,66,73,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Ats 4p,Automóviles,De Lujo,IMPORTADO,66,8,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Aveo,Automóviles,Subcompactos,IMPORTADO,43,6885,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Aveo-,Automóviles,Subcompactos,NACIONAL,1,9,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Beat,Automóviles,Subcompactos,IMPORTADO,95,1875,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Beat 4 PTAS.,Automóviles,Subcompactos,IMPORTADO,95,4397,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Blazer,Camiones ligeros,SUV's,NACIONAL,1,60,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Bolt,Automóviles,Subcompactos,IMPORTADO,66,3,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Camaro,Automóviles,Deportivos,IMPORTADO,40,41,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Camaro Convertible,Automóviles,De Lujo,IMPORTADO,40,1,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Captiva Sport,Camiones ligeros,SUV's,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Cavalier 4 Ptas,Automóviles,Compactos,IMPORTADO,43,1388,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Chevrolet Express Cargo Van,Camiones ligeros,Minivans,IMPORTADO,66,17,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Chevrolet Express Cutaway,Camiones ligeros,Minivans,IMPORTADO,66,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Chevrolet Express Passenger Van,Camiones ligeros,Minivans,IMPORTADO,66,16,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Colorado Doble Cabina,Camiones ligeros,Pick Ups,IMPORTADO,214,134,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Corvette,Automóviles,Deportivos,IMPORTADO,66,3,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Corvette 2  Pts. Convertible,Automóviles,De Lujo,IMPORTADO,66,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Cruze 4 PTAS-,Automóviles,Compactos,NACIONAL,1,116,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Cruze 4 Ptas,Automóviles,Compactos,IMPORTADO,48,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Cruze 5 Ptas,Automóviles,Compactos,NACIONAL,1,0,2019-01
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ,Nacional,2019,1,General Motors,Cts 2 Ptas,Automóviles,De Lujo,IMPORTADO,66,0,2019-01
